account_uuid,state,industry,subindustry,year_established,annual_revenue,total_payroll,business_structure,num_employees,region,index,num_quotes,num_products_requested,sum_premium,avg_premium,min_premium,max_premium,premium_range,carrier_diversity,premium_ratio_max_avg,account_value,num_carriers,total_quotes,carrier_concentration,product_concentration,iqr_premium,premium_to_revenue_ratio,log_annual_revenue,log_total_payroll,revenue_per_employee,quotes_per_employee,quotes_per_million_revenue,premium_per_employee,premium_per_revenue,premium_per_quote,max_x_nquotes,avg_x_nproducts,revenue_x_payroll,premium_log,premium_log_bins,state_premium_sum_encoded,state_revenue_encoded,business_structure_premium_sum_encoded,business_structure_revenue_encoded,industry_sum_premium_encoded,industry_revenue_encoded,subindustry_sum_premium_encoded,subindustry_revenue_encoded
a74fe3f9-4da0-4d10-8d35-611f5ee0cd42,AZ,Wholesale Trade,Other Professional Equipment and Supplies Merchant Wholesalers,1986.0,750000.0,0.0,Corporation,0.0,West,3716,1,1,689.0,689.0,689.0,689.0,0.0,1.0,0.9999999985486212,689.0,1,1,1.0,1.0,0.0,0.000918665441779411,13.527829818844937,0.0,750000.0,1.0,0.5714285714285714,689.0,0.000918665441779411,344.5,6.536691597591305,6.536691597591305,0.0,0.0,0,1283.0,60000.0,1971.075,125000.0,1346.48,100000.0,689.0,80000.0
2969ad03-51c8-4eca-be39-d6117d19f40a,FL,Education,Professional and Management Development Training,2016.0,50000.0,0.0,Individual,0.0,South,914,1,1,350.0,350.0,350.0,350.0,0.0,1.0,0.9999999971428571,350.0,1,1,1.0,1.0,0.0,0.006999860002799944,10.819798284210286,0.0,50000.0,1.0,0.9523809523809523,350.0,0.006999860002799944,175.0,5.860786223465865,5.860786223465865,0.0,0.0,0,1219.0,60000.0,1045.0,45000.0,846.0,40000.0,1352.5,200000.0
7e1c2b05-d3bb7-4fe1-8dc76-db1ee5bf21,NC,Retail Trade,Jewelry Stores,2005.0,100000.0,0.0,Limited Liability Company,0.0,South,2805,1,1,475.0,475.0,475.0,475.0,0.0,1.0,0.9999999978947368,475.0,1,1,1.0,1.0,0.0,0.004749952500474996,11.51293546492023,0.0,100000.0,1.0,0.9090909090909091,475.0,0.004749952500474996,237.5,6.16541785423142,6.16541785423142,0.0,0.0,0,1219.0,60000.0,1417.4,70000.0,1503.0,60000.0,1375.46,200000.0
27c05eb7-3641-4f4b-a0c1-646fc2c1ac74,VA,Transportation and Warehousing,Couriers and Express Delivery Services,2018.0,50000.0,500.0,Limited Liability Company,1.0,South,885,1,1,3114.0,3114.0,3114.0,3114.0,0.0,1.0,0.9999999996788697,3114.0,1,1,1.0,1.0,0.0,0.0622787544249115,10.819798284210286,6.2166061010848646,25000.0,0.5,0.9523809523809523,1557.0,0.0622787544249115,1557.0,8.043984431221553,8.043984431221553,17.034386422832473,0.0,0,1219.0,60000.0,1417.4,70000.0,7636.0,100000.0,3114.0,50000.0
6221a1e5-5a01-4fa8-bd57-d2161bec40e6,OH,Healthcare,All Other Miscellaneous Ambulatory Health Care Services,2016.0,150000.0,0.0,Limited Liability Company,0.0,Midwest,2166,1,1,2066.25,2066.25,2066.25,2066.25,0.0,1.0,0.9999999995160315,2066.25,1,1,1.0,1.0,0.0,0.013774908167278884,11.918397239722838,0.0,150000.0,1.0,0.8695652173913044,2066.25,0.013774908167278884,1033.125,7.633974500602276,7.633974500602276,0.0,0.0,0,1253.5,50000.0,1417.4,70000.0,1000.25,70000.0,2066.25,150000.0
c2bdeb23-6e8c5-7665-268f7-169bb92918,OH,Retail Trade,Landscaping Services,1996.0,125000.0,0.0,Limited Liability Company,0.0,Midwest,4340,1,1,550.0,550.0,550.0,550.0,0.0,1.0,0.9999999981818182,550.0,1,1,1.0,1.0,0.0,0.004399964800281598,11.736077016252437,0.0,125000.0,1.0,0.8888888888888888,550.0,0.004399964800281598,275.0,6.311734809152915,6.311734809152915,0.0,0.0,0,1253.5,50000.0,1417.4,70000.0,1503.0,60000.0,1422.19,35000.0
98b888b6-37a0b-9e73-53574-b33d24fc25,AR,Other Services,Beauty Salons,2017.0,31200.0,19000.0,Limited Liability Company,1.0,South,3393,12,3,6000.0,500.0,350.0,600.0,250.0,0.3333333333333333,1.1999999976,475.0,4,12,0.5833333333333334,0.8333333333333334,6.25,0.016025127399762827,10.348205424565993,9.852246888342531,15600.0,6.0,11.636927851047325,3000.0,0.19230152879715393,461.53846153846155,8.881975184248867,7.313886831633462,20.20036763363306,5.5254529391317835,1,1219.0,60000.0,1417.4,70000.0,1110.0,55000.0,2019.51,45000.0
fdc69c8c-53be-4ced-8e61-0f1f906401d2,IN,"Professional, Scientific and Technical Services",Computer Systems Design Services,2017.0,25000.0,0.0,Corporation,0.0,Midwest,5650,2,2,1316.75,658.375,398.0,918.75,520.75,1.0,1.3954812965323997,1316.75,2,2,0.5,0.5,260.375,0.026333946642134315,10.12667110305036,0.0,25000.0,2.0,1.9512195121951221,1316.75,0.05266789328426863,438.9166666666667,7.516705300741327,7.183681015735316,0.0,6.25718854595731,1,1253.5,50000.0,1971.075,125000.0,1274.0,60000.0,1101.1,120000.0
d47eb3b7-b0f82-66cb-ca3d0-1b43cedd25,AL,Other Services,Security Guards and Patrol Services,2016.0,8000.0,15000.0,Individual,4.0,South,4762,1,1,475.0,475.0,475.0,475.0,0.0,1.0,0.9999999978947368,475.0,1,1,1.0,1.0,0.0,0.05936757905261842,8.987321812850125,9.61587214452889,1600.0,0.2,0.9920634920634921,95.0,0.05936757905261842,237.5,6.16541785423142,6.16541785423142,18.603002309079653,0.0,0,1219.0,60000.0,1045.0,45000.0,1110.0,55000.0,504.615,50000.0
cdb64dc8-a1b87-c3db-f9a6e-1368d2ce89,MI,Consultants,Marketing Consulting Services,2017.0,20000.0,0.0,Limited Liability Company,0.0,Midwest,4578,1,1,475.0,475.0,475.0,475.0,0.0,1.0,0.9999999978947368,475.0,1,1,1.0,1.0,0.0,0.023748812559372032,9.90353755128617,0.0,20000.0,1.0,0.9803921568627451,475.0,0.023748812559372032,237.5,6.16541785423142,6.16541785423142,0.0,0.0,0,1253.5,50000.0,1417.4,70000.0,1054.75,100000.0,1234.0,90000.0
25e50ad1-29f51-54ea-533f0-7c9b13b431,TX,Other Services,Business Associations,2017.0,500000.0,0.0,Corporation,0.0,South,850,1,1,475.0,475.0,475.0,475.0,0.0,1.0,0.9999999978947368,475.0,1,1,1.0,1.0,0.0,0.0009499981000038,13.122365377402328,0.0,500000.0,1.0,0.6666666666666666,475.0,0.0009499981000038,237.5,6.16541785423142,6.16541785423142,0.0,0.0,0,1219.0,60000.0,1971.075,125000.0,1110.0,55000.0,911.0,160000.0
3a49f145-5fa9-4a9b-9cb4-d9200ba068ce,CA,Education,Exam Preparation and Tutoring,2009.0,70000.0,0.0,Limited Liability Company,0.0,West,1337,3,2,1450.0,483.3333333333333,400.0,550.0,150.0,0.6666666666666666,1.1379310321284186,500.0,2,3,0.6666666666666666,0.6666666666666666,75.0,0.006904663266715237,11.156264806643742,0.0,70000.0,3.0,2.803738317757009,1450.0,0.020713989800145712,362.5,7.409136443920128,6.87488767535652,0.0,5.017279836814924,0,1283.0,60000.0,1417.4,70000.0,846.0,40000.0,798.0,35000.0
00bfe2d7-203a9-3272-a9921-1a6d61ed2b,FL,Administrative Services and Building Maintenance,Janitorial Services,2017.0,10000.0,0.0,Individual,0.0,South,15,2,1,1196.0,598.0,495.0,701.0,206.0,1.0,1.1722408007153164,495.0,2,2,0.5,1.0,103.0,0.05979402059794021,9.210440366976517,0.0,10000.0,2.0,1.9801980198019802,1196.0,0.11958804119588042,398.6666666666667,7.246368080102461,6.395261598115449,0.0,5.332718793265369,1,1219.0,60000.0,1045.0,45000.0,1000.0,28000.0,1000.0,25000.0
fa413b02-d0df-44b8-81fb-276892efd5bd,NJ,"Professional, Scientific and Technical Services",Tax Preparation Services,2018.0,175000.0,0.0,Individual,0.0,Northeast,5577,5,3,2912.27,582.454,352.0,1125.71,773.71,0.8,1.9327019782975106,352.1,4,5,0.4,0.6,201.19999999999993,0.0033282895526311274,12.07254696717504,0.0,175000.0,5.0,4.25531914893617,2912.27,0.01664144776315564,485.37833333333333,8.635784788987204,7.4664346285960255,0.0,6.652488765777084,1,1498.0,60000.0,1045.0,45000.0,1274.0,60000.0,862.14,62500.0
af13c400-d12f-4c83-a804-5e5041429c48,MO,Transportation and Warehousing,"General Freight Trucking, Local",2017.0,125000.0,0.0,Corporation,0.0,Midwest,3882,3,3,6986.0,2328.6666666666665,517.0,5937.0,5420.0,0.3333333333333333,2.5495276255870913,6986.0,1,3,1.0,0.3333333333333333,2710.0,0.018629184299858933,11.736077016252437,0.0,125000.0,3.0,2.6666666666666665,6986.0,0.0558875528995768,1746.5,9.787627666441592,8.85180655855245,0.0,8.598035579260339,2,1253.5,50000.0,1971.075,125000.0,7636.0,100000.0,8602.5,100000.0
dfcc2441-07a7d-9c3a-5b884-60c1deba8f,PA,Consultants,Administrative Management and General Management Consulting Services,2014.0,60000.0,0.0,Limited Liability Company,0.0,Northeast,5013,2,1,975.0,487.5,475.0,500.0,25.0,1.0,1.0256410235371467,500.0,2,2,0.5,1.0,12.5,0.00812486458559024,11.002116507732017,0.0,60000.0,2.0,1.8867924528301885,975.0,0.01624972917118048,325.0,6.90875477931522,6.191339471482838,0.0,3.258096538021482,0,1498.0,60000.0,1417.4,70000.0,1054.75,100000.0,1046.08,100000.0
ce5cb06d-49d4-4efa-8a39-62bce80ebd75,OH,Food and Accommodation,Drinking Places (Alcoholic Beverages),2018.0,50000.0,0.0,Limited Liability Company,0.0,Midwest,4599,2,2,2146.0,1073.0,901.0,1245.0,344.0,0.5,1.1602982281823873,2146.0,1,2,1.0,0.5,172.0,0.02145957080858383,10.819798284210286,0.0,50000.0,2.0,1.9047619047619047,2146.0,0.04291914161716766,715.3333333333334,7.820439515262181,7.671826797878781,0.0,5.84354441703136,1,1253.5,50000.0,1417.4,70000.0,1299.5,80000.0,3868.42,100000.0
a26a21c3-708b-4e0d-90d5-2365d2ed39df,FL,Other Services,Car Washes,2013.0,40000.0,0.0,Limited Liability Company,0.0,South,3613,1,1,500.0,500.0,500.0,500.0,0.0,1.0,0.9999999980000001,500.0,1,1,1.0,1.0,0.0,0.012499687507812305,10.596659732783579,0.0,40000.0,1.0,0.9615384615384615,500.0,0.012499687507812305,250.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0,1219.0,60000.0,1417.4,70000.0,1110.0,55000.0,1011.0,40000.0
7d9030df-0d42e-9cc2-347b4-cd54555460,MD,Real Estate,Residential Property Managers,2002.0,45000.0,0.0,Limited Liability Company,0.0,South,2795,1,1,346.0,346.0,346.0,346.0,0.0,1.0,0.9999999971098266,346.0,1,1,1.0,1.0,0.0,0.007688718028488256,10.714439990727769,0.0,45000.0,1.0,0.9569377990430623,346.0,0.007688718028488256,173.0,5.849324779946859,5.849324779946859,0.0,0.0,0,1219.0,60000.0,1417.4,70000.0,1324.5,62500.0,1030.0,100000.0
51df29a6-014fc-6481-88018-42a65e1f74,AR,"Professional, Scientific and Technical Services",Surveying and Mapping (except Geophysical) Services,2016.0,150000.0,30000.0,Corporation,1.0,South,1821,1,1,350.0,350.0,350.0,350.0,0.0,1.0,0.9999999971428571,350.0,1,1,1.0,1.0,0.0,0.0023333177778814807,11.918397239722838,10.308985993422082,75000.0,0.5,0.8695652173913044,175.0,0.0023333177778814807,175.0,5.860786223465865,5.860786223465865,22.227343233944907,0.0,0,1219.0,60000.0,1971.075,125000.0,1274.0,60000.0,500.0,150000.0
8ccc688e-168e4-bc23-2f9de-f5d13e8900,UT,Contractors,Drywall and Insulation Contractors,2017.0,60000.0,60000.0,Individual,0.0,West,3118,2,1,2457.0,1228.5,1225.0,1232.0,7.0,0.5,1.0028490020326828,1225.0,1,2,1.0,1.0,3.5,0.020474658755687405,11.002116507732017,11.002116507732017,60000.0,2.0,1.8867924528301885,2457.0,0.04094931751137481,819.0,7.80994708647679,7.1143628616562475,22.004199682686252,2.0794415416798357,0,1283.0,60000.0,1045.0,45000.0,2009.0,60000.0,1544.545,40000.0
86264739-69aa-4f06-8126-e7c36f86ba57,GA,Wholesale Trade,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",2017.0,100000.0,40000.0,Individual,4.0,South,2977,2,1,1298.0,649.0,648.0,650.0,2.0,1.0,1.0015408305061004,648.0,2,2,0.5,1.0,1.0,0.006489935100648993,11.51293546492023,10.596659732783579,20000.0,0.4,1.8181818181818181,259.6,0.012979870201297986,432.6666666666667,7.170888478512505,6.476972362889683,22.109560198316302,1.0986122886681096,0,1219.0,60000.0,1045.0,45000.0,1346.48,100000.0,1414.65,125000.0
cd62922a-00ee8-bea9-891c0-88971c211a,MO,Contractors,Framing Contractors,2017.0,15000.0,15000.0,Individual,0.0,Midwest,4566,3,1,2392.0,797.3333333333334,689.0,870.0,181.0,0.3333333333333333,1.0911371223773363,833.0,1,3,1.0,1.0,90.5,0.05315201208808302,9.61587214452889,9.61587214452889,15000.0,3.0,2.9556650246305423,2392.0,0.15945603626424906,598.0,7.8674885686991285,6.682526221176906,19.23161096461314,5.204006687076795,0,1253.5,50000.0,1045.0,45000.0,2009.0,60000.0,2547.0,84350.0
ddac415a-4aff4-3aa0-04d7f-764f069b12,TX,"Professional, Scientific and Technical Services",Custom Computer Programming Services,2017.0,1000000.0,300000.0,Corporation,5.0,South,4971,5,3,4962.51,992.5020000000001,403.0,2407.51,2004.5100000000002,0.6,2.4256978802806466,1188.0,3,5,0.6,0.6,184.0,0.0009925010074989925,13.815511557963774,12.611541086966115,166666.66666666666,0.8333333333333334,2.5,827.085,0.004962505037494963,827.085,9.39586927971662,7.99917711150351,26.427048311605944,7.603653671485385,2,1219.0,60000.0,1971.075,125000.0,1274.0,60000.0,1202.0,115000.0
c2bc9afe-17706-c710-ef37e-05e1f14e73,KY,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2018.0,15000.0,0.0,Individual,0.0,South,4339,3,1,4707.66,1569.22,943.0,2117.66,1174.6599999999999,1.0,1.3494984760903515,943.0,3,3,0.3333333333333333,1.0,587.3299999999999,0.10460769282047863,9.61587214452889,0.0,15000.0,3.0,2.9556650246305423,4707.66,0.31382307846143587,1176.915,8.756836667200963,7.358971015913963,0.0,7.069584971010328,2,1219.0,60000.0,1045.0,45000.0,2009.0,60000.0,2936.0,70000.0
7a513d54-ace20-dd1d-1af7a-10bf2f384c,FL,Other Services,Car Washes,1997.0,60000.0,1.0,Individual,0.0,South,2709,2,1,2526.0,1263.0,1005.0,1521.0,516.0,0.5,1.204275533488301,1005.0,1,2,1.0,1.0,258.0,0.02104964917251379,11.002116507732017,0.6931471805599453,60000.0,2.0,1.8867924528301885,2526.0,0.04209929834502758,842.0,8.02059914989697,7.142036574706803,11.002116507732017,6.248042874508429,1,1219.0,60000.0,1045.0,45000.0,1110.0,55000.0,1011.0,40000.0
994291e3-c2ef2-1028-cd9f0-9e35a1991a,LA,Retail Trade,Hardware Stores,1989.0,40000.0,0.0,Limited Liability Company,0.0,South,3409,4,1,4149.3,1037.325,893.0,1432.3,539.3,0.5,1.3807630189373983,896.0,2,4,0.75,1.0,158.82500000000005,0.0259324766880828,10.596659732783579,0.0,40000.0,4.0,3.846153846153846,4149.3,0.1037299067523312,829.86,8.653505713113615,6.9453641168390545,0.0,6.29212454085002,1,1219.0,60000.0,1417.4,70000.0,1503.0,60000.0,4080.15,97500.0
b2f8f9ce-cffd-49a3-a9b7-e809a4150f72,GA,Administrative Services and Building Maintenance,Other Services to Buildings and Dwellings,2018.0,19500.0,0.0,Individual,0.0,South,3978,3,1,5085.0,1695.0,423.0,4117.0,3694.0,1.0,2.4289085531392867,545.0,3,3,0.3333333333333333,1.0,1847.0,0.08691861955797138,9.87822102528824,0.0,19500.0,3.0,2.9426189308484547,5085.0,0.26075585867391415,1271.25,9.421573272264558,7.4360278163518485,0.0,8.214735833382303,2,1219.0,60000.0,1045.0,45000.0,1000.0,28000.0,990.0,30000.0
082a471f-58ecd-c253-473f8-b60260e924,CA,Manufacturing,Toilet Preparation Manufacturing,2015.0,80000.0,0.0,Limited Liability Company,0.0,West,206,1,1,500.0,500.0,500.0,500.0,0.0,1.0,0.9999999980000001,500.0,1,1,1.0,1.0,0.0,0.00624992187597655,11.289794413577894,0.0,80000.0,1.0,0.9259259259259258,500.0,0.00624992187597655,250.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0,1283.0,60000.0,1417.4,70000.0,735.0,80000.0,922.0,40000.0
0c5398fc-38f1-4606-a9ed-1644daa89e86,PA,Contractors,Residential Remodelers,1985.0,40000.0,40000.0,Individual,1.0,Northeast,293,4,2,2993.0,748.25,613.0,1012.0,399.0,1.0,1.352489139522233,613.0,4,4,0.25,0.75,150.75,0.018705782355441115,10.596659732783579,10.596659732783579,20000.0,2.0,3.846153846153846,1496.5,0.07482312942176446,598.6,8.30622521603216,7.311552329989604,21.193269466817146,5.991464547107982,1,1498.0,60000.0,1045.0,45000.0,2009.0,60000.0,1650.0,50000.0
d1ca41fe-16152-56c0-68b04-8ac77f6df8,AL,Manufacturing,Other Metal Container Manufacturing,2015.0,450000.0,150000.0,Corporation,4.0,South,4701,1,1,4790.68,4790.68,4790.68,4790.68,0.0,1.0,0.9999999997912613,4790.68,1,1,1.0,1.0,0.0,0.010645931897929116,13.017005083966255,11.918397239722838,90000.0,0.2,0.6896551724137931,958.1360000000001,0.010645931897929116,2395.34,8.474636359602266,8.474636359602266,24.93539343483971,0.0,0,1219.0,60000.0,1971.075,125000.0,735.0,80000.0,4790.68,450000.0
6c64fe2c-99a7e-ec2d-7c792-064741a59f,MO,Manufacturing,Motor Vehicle Body Manufacturing,2017.0,100000.0,0.0,Limited Liability Company,0.0,Midwest,2405,1,1,500.0,500.0,500.0,500.0,0.0,1.0,0.9999999980000001,500.0,1,1,1.0,1.0,0.0,0.004999950000499995,11.51293546492023,0.0,100000.0,1.0,0.9090909090909091,500.0,0.004999950000499995,250.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0,1253.5,50000.0,1417.4,70000.0,735.0,80000.0,500.0,100000.0
d2209b5e-59cf-4b35-aa38-cb3bd143a712,WA,Retail Trade,Fruit and Vegetable Markets,2018.0,6400.0,0.0,Individual,0.0,West,4706,2,2,1025.0,512.5,495.0,530.0,35.0,1.0,1.034146339445568,495.0,2,2,0.5,0.5,17.5,0.08006561474769568,8.764209507142004,0.0,6400.0,2.0,1.987281399046105,1025.0,0.16013122949539135,341.6666666666667,6.966967138613983,6.933423025730715,0.0,3.58351893845611,0,1283.0,60000.0,1045.0,45000.0,1503.0,60000.0,1025.0,100000.0
19a9dffe-f08a-49ad-b4cf-a1c33ef89fb9,NY,Other Services,Security Guards and Patrol Services,2010.0,500000.0,500000.0,Corporation,55.0,Northeast,603,1,1,3201.0,3201.0,3201.0,3201.0,0.0,1.0,0.9999999996875977,3201.0,1,1,1.0,1.0,0.0,0.006401987196025608,13.122365377402328,13.122365377402328,8928.57142857143,0.017857142857142856,0.6666666666666666,57.160714285714285,0.006401987196025608,1600.5,8.07153089355666,8.07153089355666,26.244726754812657,0.0,0,1498.0,60000.0,1971.075,125000.0,1110.0,55000.0,504.615,50000.0
aa1121ee-652ae-de99-b9b3a-6857f99939,FL,Administrative Services and Building Maintenance,Janitorial Services,2016.0,30000.0,0.0,Limited Liability Company,0.0,South,3775,1,1,500.0,500.0,500.0,500.0,0.0,1.0,0.9999999980000001,500.0,1,1,1.0,1.0,0.0,0.016666111129629013,10.308985993422082,0.0,30000.0,1.0,0.970873786407767,500.0,0.016666111129629013,250.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0,1219.0,60000.0,1417.4,70000.0,1000.0,28000.0,1000.0,25000.0
e8230f00-98a3-420b-9044-26fed3b55344,NY,Consultants,Administrative Management and General Management Consulting Services,2018.0,360000.0,0.0,Corporation,0.0,Northeast,5176,1,1,1191.0,1191.0,1191.0,1191.0,0.0,1.0,0.9999999991603693,1191.0,1,1,1.0,1.0,0.0,0.0033083241435440456,12.793862088206213,0.0,360000.0,1.0,0.7352941176470589,1191.0,0.0033083241435440456,595.5,7.083387847625295,7.083387847625295,0.0,0.0,0,1498.0,60000.0,1971.075,125000.0,1054.75,100000.0,1046.08,100000.0
fb40ef2a-c344-4c6c-9ab1-5599e42cd32a,GA,Administrative Services and Building Maintenance,Janitorial Services,1999.0,210000.0,28000.0,Limited Liability Company,1.0,South,5603,1,1,1081.0,1081.0,1081.0,1081.0,0.0,1.0,0.9999999990749305,1081.0,1,1,1.0,1.0,0.0,0.005147594535264118,12.25486757159303,10.239995502805316,105000.0,0.5,0.8264462809917356,540.5,0.005147594535264118,540.5,6.9865664594064265,6.9865664594064265,22.494822599027014,0.0,0,1219.0,60000.0,1417.4,70000.0,1000.0,28000.0,1000.0,25000.0
adf8f5f4-020dd-866a-d0dc0-917276b21e,GA,Contractors,Tile and Terrazzo Contractors,2002.0,60000.0,60000.0,Individual,0.0,South,3863,7,3,8164.0,1166.2857142857142,792.0,1813.0,1021.0,0.42857142857142855,1.5545075929836412,2329.0,3,7,0.5714285714285714,0.5714285714285714,468.5,0.01943777127524065,11.002116507732017,11.002116507732017,60000.0,7.0,6.60377358490566,8164.0,0.13606439892668457,1020.5,9.448727152703086,8.160477430317965,22.004199682686252,6.92951677076365,2,1219.0,60000.0,1045.0,45000.0,2009.0,60000.0,2315.0,60000.0
